Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
97,LE70200472007314EDC00,LE70200472007314EDC00,0,Y,LE70200472007314EDC00,N/A,EDC,DAY, 020, 047,2007/11/10,2007:314:16:12:47.0135625,2007:314:16:13:13.7674999, 9, 9,   0.04,   0.03,   0.12,   0.01,   0.01,47.6311378,146.7719574,18°49'31.44"N,89°59'14.64"W,19°45'36.36"N,90°42'01.08"W,19°29'56.04"N,88°54'16.92"W,18°08'40.56"N,91°03'45.00"W,17°53'09.60"N,89°17'01.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.265034,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72737   (19°43'38.53"N), -91.05618  (91°03'22.25"W), 19.76472   (19°45'52.99"N), -88.75714  (88°45'25.70"W), 17.80979   (17°48'35.24"N), -91.01051   (91°00'37.84"W), 17.84326   (17°50'35.74"N), -88.73730   (88°44'14.28"W),14181,16081,7091,8041,7091,8041,,,113,6.231,4.093,4.698,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8254,-89.9874,19.72737,-91.05618,19.76472,-88.75714,17.80979,-91.01051,17.84326,-88.7373
98,LE70200472007282EDC00,LE70200472007282EDC00,0,Y,LE70200472007282EDC00,N/A,EDC,DAY, 020, 047,2007/10/09,2007:282:16:12:24.7391874,2007:282:16:12:51.4931874, 9, 9,  57.80,  45.74,  46.53,  75.89,  63.03,55.7426987,134.9393463,18°49'35.04"N,89°57'19.08"W,19°45'41.40"N,90°40'08.76"W,19°30'02.52"N,88°52'18.48"W,18°08'45.60"N,91°01'48.00"W,17°53'15.72"N,89°14'58.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-6.023262,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72827   (19°43'41.77"N), -91.01620  (91°00'58.32"W), 19.76511   (19°45'54.40"N), -88.71707  (88°43'01.45"W), 17.81060   (17°48'38.16"N), -90.97097   (90°58'15.49"W), 17.84361   (17°50'37.00"N), -88.69768   (88°41'51.65"W),14181,16081,7091,8041,7091,8041,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8264,-89.9553,19.72827,-91.0162,19.76511,-88.71707,17.8106,-90.97097,17.84361,-88.69768
99,LE70200472007218ASN00,LE70200472007218ASN00,0,Y,LE70200472007218ASN00,N/A,ASN,DAY, 020, 047,2007/08/06,2007:218:16:12:47.7444375,2007:218:16:13:14.4984375, 9, 9,  35.51,  31.72,  34.73,  41.66,  33.90,63.0917969,90.0411987,18°47'45.24"N,89°59'05.64"W,19°43'49.80"N,90°41'57.84"W,19°28'19.20"N,88°54'10.80"W,18°06'51.84"N,91°03'34.20"W,17°51'29.88"N,89°16'47.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-8.574254,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73046   (19°43'49.66"N), -91.03912  (91°02'20.83"W), 19.76759   (19°46'03.32"N), -88.74000  (88°44'24.00"W), 17.81285   (17°48'46.26"N), -90.99362   (90°59'37.03"W), 17.84612   (17°50'46.03"N), -88.72035   (88°43'13.26"W),14181,16081,7091,8041,7091,8041,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7959,-89.9849,19.73046,-91.03912,19.76759,-88.74,17.81285,-90.99362,17.84612,-88.72035
100,LE70200472007202ASN00,LE70200472007202ASN00,0,Y,LE70200472007202ASN00,N/A,ASN,DAY, 020, 047,2007/07/21,2007:202:16:12:52.6798124,2007:202:16:13:19.4338124, 9, 9,  17.41,   8.94,  25.59,   9.88,  25.23,63.3176575,81.6470337,18°47'02.40"N,89°59'12.48"W,19°43'05.88"N,90°42'02.88"W,19°27'35.28"N,88°54'18.36"W,18°06'07.56"N,91°03'37.44"W,17°50'45.96"N,89°16'53.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.773214,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72750   (19°43'39.00"N), -91.05047  (91°03'01.69"W), 19.76480   (19°45'53.28"N), -88.74855  (88°44'54.78"W), 17.81802   (17°49'04.87"N), -91.00504   (91°00'18.14"W), 17.85147   (17°51'05.29"N), -88.72889   (88°43'44.00"W),14121,16101,7061,8051,7061,8051,,,20,3.892,2.8,2.703,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.784,-89.9868,19.7275,-91.05047,19.7648,-88.74855,17.81802,-91.00504,17.85147,-88.72889
101,LE70200472007186EDC00,LE70200472007186EDC00,0,Y,LE70200472007186EDC00,N/A,EDC,DAY, 020, 047,2007/07/05,2007:186:16:12:56.1520000,2007:186:16:13:22.9060000, 9, 9,  21.56,   4.94,  21.08,  17.42,  42.79,63.7065506,76.4002304,18°46'19.92"N,89°59'02.04"W,19°42'20.16"N,90°41'53.52"W,19°26'49.56"N,88°54'10.44"W,18°05'22.56"N,91°03'27.72"W,17°50'00.96"N,89°16'45.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.30378,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72486   (19°43'29.50"N), -91.04755  (91°02'51.18"W), 19.76209   (19°45'43.52"N), -88.74852  (88°44'54.67"W), 17.81808   (17°49'05.09"N), -91.00222   (91°00'07.99"W), 17.85147   (17°51'05.29"N), -88.72889   (88°43'44.00"W),14101,16081,7051,8041,7051,8041,,,29,12.096,5.065,10.985,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7722,-89.9839,19.72486,-91.04755,19.76209,-88.74852,17.81808,-91.00222,17.85147,-88.72889
102,LE70200472007170ASN00,LE70200472007170ASN00,0,Y,LE70200472007170ASN00,N/A,ASN,DAY, 020, 047,2007/06/19,2007:170:16:12:57.9008749,2007:170:16:13:24.6548749, 9, 9,  32.77,  28.72,  28.99,  34.24,  39.14,64.4052505,74.7698364,18°45'41.76"N,89°58'28.56"W,19°41'46.32"N,90°41'18.96"W,19°26'13.92"N,88°53'34.80"W,18°04'49.08"N,91°02'54.24"W,17°49'25.68"N,89°16'10.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,6.245362,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72776   (19°43'39.94"N), -91.03905  (91°02'20.58"W), 19.76486   (19°45'53.50"N), -88.74283  (88°44'34.19"W), 17.81826   (17°49'05.74"N), -90.99375   (90°59'37.50"W), 17.85152   (17°51'05.47"N), -88.72323   (88°43'23.63"W),14121,16061,7061,8031,7061,8031,,,10,14.248,10.373,9.768,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7616,-89.9746,19.72776,-91.03905,19.76486,-88.74283,17.81826,-90.99375,17.85152,-88.72323
103,LE70200472007154EDC00,LE70200472007154EDC00,0,Y,LE70200472007154EDC00,N/A,EDC,DAY, 020, 047,2007/06/03,2007:154:16:12:57.8014374,2007:154:16:13:24.5554999, 9, 9,  67.16,  34.34,  99.90,  35.92,  98.46,65.2266998,77.1955032,18°45'12.24"N,89°57'31.32"W,19°41'15.36"N,90°40'21.36"W,19°25'41.52"N,88°52'35.04"W,18°04'19.20"N,91°01'58.08"W,17°48'54.36"N,89°15'12.60"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,14.717221,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72531   (19°43'31.12"N), -91.02756  (91°01'39.22"W), 19.76229   (19°45'44.24"N), -88.72849  (88°43'42.56"W), 17.81849   (17°49'06.56"N), -90.98245   (90°58'56.82"W), 17.85164   (17°51'05.90"N), -88.70908   (88°42'32.69"W),14101,16081,7051,8041,7051,8041,,,23,8.567,4.391,7.356,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7534,-89.9587,19.72531,-91.02756,19.76229,-88.72849,17.81849,-90.98245,17.85164,-88.70908
104,LE70200472007138ASN00,LE70200472007138ASN00,0,Y,LE70200472007138ASN00,N/A,ASN,DAY, 020, 047,2007/05/18,2007:138:16:13:02.9016249,2007:138:16:13:29.6556249, 9, 9,  26.37,  15.46,  21.94,  23.80,  44.30,65.6625519,83.7956467,18°44'48.48"N,89°57'50.04"W,19°40'48.36"N,90°40'40.44"W,19°25'13.08"N,88°52'53.40"W,18°03'51.48"N,91°02'19.32"W,17°48'25.20"N,89°15'33.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.635665,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72505   (19°43'30.18"N), -91.03898  (91°02'20.33"W), 19.76220   (19°45'43.92"N), -88.73707  (88°44'13.45"W), 17.81555   (17°48'55.98"N), -90.99369   (90°59'37.28"W), 17.84886   (17°50'55.90"N), -88.71754   (88°43'03.14"W),14121,16101,7061,8051,7061,8051,,,21,4.337,2.973,3.158,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7468,-89.9639,19.72505,-91.03898,19.7622,-88.73707,17.81555,-90.99369,17.84886,-88.71754
105,LE70200472007122ASN00,LE70200472007122ASN00,0,Y,LE70200472007122ASN00,N/A,ASN,DAY, 020, 047,2007/05/02,2007:122:16:13:08.9232500,2007:122:16:13:35.6772500, 9, 9,  25.24,  10.69,  35.63,  12.08,  42.54,65.0391312,93.6798096,18°44'36.60"N,89°58'28.92"W,19°40'44.40"N,90°41'18.96"W,19°25'07.68"N,88°53'32.28"W,18°03'47.52"N,91°02'57.84"W,17°48'19.80"N,89°16'11.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.61419,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72743   (19°43'38.75"N), -91.05333  (91°03'11.99"W), 19.76474   (19°45'53.06"N), -88.75428  (88°45'15.41"W), 17.81797   (17°49'04.69"N), -91.00787   (91°00'28.33"W), 17.85142   (17°51'05.11"N), -88.73455   (88°44'04.38"W),14121,16081,7061,8041,7061,8041,,,76,3.623,2.348,2.759,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7435,-89.9747,19.72743,-91.05333,19.76474,-88.75428,17.81797,-91.00787,17.85142,-88.73455
106,LE70200472007106ASN00,LE70200472007106ASN00,0,Y,LE70200472007106ASN00,N/A,ASN,DAY, 020, 047,2007/04/16,2007:106:16:13:12.6684374,2007:106:16:13:39.4223750, 9, 9,  13.02,   2.77,   3.49,  33.24,  12.59,62.8955269,104.7357483,18°44'35.52"N,89°58'41.52"W,19°40'40.80"N,90°41'27.60"W,19°25'02.64"N,88°53'43.08"W,18°03'44.28"N,91°03'10.44"W,17°48'15.12"N,89°16'26.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.277296,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72731   (19°43'38.32"N), -91.05904  (91°03'32.54"W), 19.76469   (19°45'52.88"N), -88.76000  (88°45'36.00"W), 17.81785   (17°49'04.26"N), -91.01351   (91°00'48.64"W), 17.85137   (17°51'04.93"N), -88.74021   (88°44'24.76"W),14121,16081,7061,8041,7061,8041,,,50,4.426,2.958,3.292,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7432,-89.9782,19.72731,-91.05904,19.76469,-88.76,17.81785,-91.01351,17.85137,-88.74021
107,LE70200472007090ASN00,LE70200472007090ASN00,0,Y,LE70200472007090ASN00,N/A,ASN,DAY, 020, 047,2007/03/31,2007:090:16:13:14.1213124,2007:090:16:13:41.4002500, 9, 9,  18.42,   3.29,  31.85,   2.86,  35.66,59.3030396,114.8793869,18°44'46.68"N,89°58'35.04"W,19°41'49.56"N,90°41'06.00"W,19°26'10.68"N,88°53'23.28"W,18°02'58.92"N,91°03'15.84"W,17°47'28.68"N,89°16'35.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.640509,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74128   (19°44'28.61"N), -91.03939  (91°02'21.80"W), 19.77807   (19°46'41.05"N), -88.77733  (88°46'38.39"W), 17.80203   (17°48'07.31"N), -90.99338   (90°59'36.17"W), 17.83495   (17°50'05.82"N), -88.75703   (88°45'25.31"W),14341,15821,7171,7911,7171,7911,,,45,5.871,2.556,5.285,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7463,-89.9764,19.74128,-91.03939,19.77807,-88.77733,17.80203,-90.99338,17.83495,-88.75703
108,LE70200472007074ASN00,LE70200472007074ASN00,0,Y,LE70200472007074ASN00,N/A,ASN,DAY, 020, 047,2007/03/15,2007:074:16:13:13.5938125,2007:074:16:13:40.8703749, 9, 9,   8.91,   0.09,  17.06,   0.13,  18.36,54.7899055,123.2649841,18°45'05.76"N,89°58'14.52"W,19°42'14.76"N,90°40'43.32"W,19°26'34.80"N,88°53'01.68"W,18°03'25.20"N,91°02'53.16"W,17°47'54.24"N,89°16'13.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.168626,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74128   (19°44'28.61"N), -91.03939  (91°02'21.80"W), 19.77812   (19°46'41.23"N), -88.77160  (88°46'17.76"W), 17.80744   (17°48'26.78"N), -90.99350   (90°59'36.60"W), 17.84042   (17°50'25.51"N), -88.75142   (88°45'05.11"W),14301,15861,7151,7931,7151,7931,,,48,5.193,2.989,4.247,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7516,-89.9707,19.74128,-91.03939,19.77812,-88.7716,17.80744,-90.9935,17.84042,-88.75142
109,LE70200472007058ASN00,LE70200472007058ASN00,0,Y,LE70200472007058ASN00,N/A,ASN,DAY, 020, 047,2007/02/27,2007:058:16:13:11.1081249,2007:058:16:13:38.3840000, 9, 9,   0.29,   0.00,   0.09,   0.01,   1.04,50.0535622,130.05336,18°45'34.20"N,89°57'43.92"W,19°42'37.80"N,90°40'14.88"W,19°26'56.76"N,88°52'32.16"W,18°03'47.52"N,91°02'25.08"W,17°48'15.12"N,89°15'44.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,16.32694,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74147   (19°44'29.29"N), -91.03082  (91°01'50.95"W), 19.77815   (19°46'41.34"N), -88.76874  (88°46'07.46"W), 17.80220   (17°48'07.92"N), -90.98491   (90°59'05.68"W), 17.83503   (17°50'06.11"N), -88.74854   (88°44'54.74"W),14341,15821,7171,7911,7171,7911,,,98,4.569,3.192,3.269,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7595,-89.9622,19.74147,-91.03082,19.77815,-88.76874,17.8022,-90.98491,17.83503,-88.74854
110,LE70200472007010ASN00,LE70200472007010ASN00,0,Y,LE70200472007010ASN00,N/A,ASN,DAY, 020, 047,2007/01/10,2007:010:16:12:54.9600625,2007:010:16:13:22.2289999, 9, 9,  51.23,  50.87,  20.07,  53.23,  80.75,40.6287422,144.2940063,18°47'25.80"N,89°56'27.24"W,19°44'29.04"N,90°38'59.28"W,19°28'45.48"N,88°51'11.16"W,18°05'41.28"N,91°01'12.72"W,17°50'06.72"N,89°14'26.52"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-10.924368,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74179   (19°44'30.44"N), -91.01654  (91°00'59.54"W), 19.77832   (19°46'41.95"N), -88.75156  (88°45'05.62"W), 17.79978   (17°47'59.21"N), -90.97073   (90°58'14.63"W), 17.83247   (17°49'56.89"N), -88.73153   (88°43'53.51"W),14361,15841,7181,7921,7181,7921,,,14,4.225,3.227,2.727,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7905,-89.9409,19.74179,-91.01654,19.77832,-88.75156,17.79978,-90.97073,17.83247,-88.73153
111,LE70200472006327EDC00,LE70200472006327EDC00,0,Y,LE70200472006327EDC00,N/A,EDC,DAY, 020, 047,2006/11/23,2006:327:16:12:43.2349374,2006:327:16:13:10.4978749, 9, 9,  10.64,  14.79,  20.23,   0.28,   7.27,44.5723877,148.5268402,18°48'57.24"N,89°59'08.16"W,19°46'00.12"N,90°41'39.48"W,19°30'18.36"N,88°53'54.24"W,18°07'12.72"N,91°03'50.40"W,17°51'39.96"N,89°17'07.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.818429,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73812   (19°44'17.23"N), -91.05931  (91°03'33.52"W), 19.77521   (19°46'30.76"N), -88.79161  (88°47'29.80"W), 17.80433   (17°48'15.59"N), -91.01321   (91°00'47.56"W), 17.83753   (17°50'15.11"N), -88.77121   (88°46'16.36"W),14301,15861,7151,7931,7151,7931,,,73,5.219,3.288,4.053,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8159,-89.9856,19.73812,-91.05931,19.77521,-88.79161,17.80433,-91.01321,17.83753,-88.77121
112,LE70200472006311ASN00,LE70200472006311ASN00,0,Y,LE70200472006311ASN00,N/A,ASN,DAY, 020, 047,2006/11/07,2006:311:16:12:32.3729375,2006:311:16:12:59.6335625, 9, 9,  29.19,  29.48,  27.03,  26.14,  34.13,48.299881,146.1254883,18°49'12.36"N,89°58'46.20"W,19°46'17.04"N,90°41'18.60"W,19°30'36.00"N,88°53'32.64"W,18°07'30.36"N,91°03'28.44"W,17°51'58.32"N,89°16'44.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.289741,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74109   (19°44'27.92"N), -91.04796  (91°02'52.66"W), 19.77798   (19°46'40.73"N), -88.78591  (88°47'09.28"W), 17.80185   (17°48'06.66"N), -91.00186   (91°00'06.70"W), 17.83488   (17°50'05.57"N), -88.76552   (88°45'55.87"W),14341,15821,7171,7911,7171,7911,,,16,5.723,2.771,5.007,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8201,-89.9795,19.74109,-91.04796,19.77798,-88.78591,17.80185,-91.00186,17.83488,-88.76552
113,LE70200472006295ASN00,LE70200472006295ASN00,0,Y,LE70200472006295ASN00,N/A,ASN,DAY, 020, 047,2006/10/22,2006:295:16:12:18.1201249,2006:295:16:12:45.3788750, 9, 9,  32.85,  15.73,  36.34,  32.06,  47.27,52.4237709,141.1223907,18°49'16.32"N,89°57'46.44"W,19°46'23.16"N,90°40'19.92"W,19°30'42.84"N,88°52'32.16"W,18°07'36.84"N,91°02'29.40"W,17°52'05.52"N,89°15'43.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.844269,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74154   (19°44'29.54"N), -91.02797  (91°01'40.69"W), 19.77818   (19°46'41.45"N), -88.76588  (88°45'57.17"W), 17.80226   (17°48'08.14"N), -90.98209   (90°58'55.52"W), 17.83505   (17°50'06.18"N), -88.74571   (88°44'44.56"W),14341,15821,7171,7911,7171,7911,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8212,-89.9629,19.74154,-91.02797,19.77818,-88.76588,17.80226,-90.98209,17.83505,-88.74571
114,LE70200472006279ASN00,LE70200472006279ASN00,0,Y,LE70200472006279ASN00,N/A,ASN,DAY, 020, 047,2006/10/06,2006:279:16:12:01.2302500,2006:279:16:12:28.4871249, 9, 9,  55.64,  36.27,  37.25,  68.85,  80.17,56.3299141,133.2855072,18°49'09.84"N,89°56'24.36"W,19°46'07.32"N,90°39'01.44"W,19°30'27.36"N,88°51'11.88"W,18°07'23.16"N,91°01'07.68"W,17°51'52.20"N,89°14'20.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.798337,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74205   (19°44'31.38"N), -91.00512  (91°00'18.43"W), 19.77846   (19°46'42.46"N), -88.73725  (88°44'14.10"W), 17.80813   (17°48'29.27"N), -90.95962   (90°57'34.63"W), 17.84072   (17°50'26.59"N), -88.71746   (88°43'02.86"W),14301,15861,7151,7931,7151,7931,,,8,19.174,10.936,15.749,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8194,-89.9401,19.74205,-91.00512,19.77846,-88.73725,17.80813,-90.95962,17.84072,-88.71746
115,LE70200472006263EDC00,LE70200472006263EDC00,0,Y,LE70200472006263EDC00,N/A,EDC,DAY, 020, 047,2006/09/20,2006:263:16:12:12.0513749,2006:263:16:12:39.3062499, 9, 9,  38.47,  36.82,  44.58,  34.78,  37.70,59.5038757,122.9078293,18°49'02.28"N,89°59'00.96"W,19°46'06.96"N,90°41'39.84"W,19°30'32.76"N,88°53'50.64"W,18°07'22.44"N,91°03'39.96"W,17°51'57.24"N,89°16'53.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.0719,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74392   (19°44'38.11"N), -91.04231  (91°02'32.32"W), 19.78075   (19°46'50.70"N), -88.78022  (88°46'48.79"W), 17.80467   (17°48'16.81"N), -90.99627   (90°59'46.57"W), 17.83764   (17°50'15.50"N), -88.75989   (88°45'35.60"W),14341,15821,7171,7911,7171,7911,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8173,-89.9836,19.74392,-91.04231,19.78075,-88.78022,17.80467,-90.99627,17.83764,-88.75989
116,LE70200472006247EDC00,LE70200472006247EDC00,0,Y,LE70200472006247EDC00,N/A,EDC,DAY, 020, 047,2006/09/04,2006:247:16:12:17.8753125,2006:247:16:12:45.1281250, 9, 9,  64.17,  67.59,  43.25,  79.16,  66.67,61.6121407,110.9089661,18°48'38.52"N,89°58'45.48"W,19°45'41.40"N,90°41'23.64"W,19°30'07.92"N,88°53'32.64"W,18°06'56.88"N,91°03'24.48"W,17°51'32.40"N,89°16'35.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.030763,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74128   (19°44'28.61"N), -91.03939  (91°02'21.80"W), 19.77812   (19°46'41.23"N), -88.77160  (88°46'17.76"W), 17.80744   (17°48'26.78"N), -90.99350   (90°59'36.60"W), 17.84042   (17°50'25.51"N), -88.75142   (88°45'05.11"W),14301,15861,7151,7931,7151,7931,,,9,5.084,4.244,2.799,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8107,-89.9793,19.74128,-91.03939,19.77812,-88.7716,17.80744,-90.9935,17.84042,-88.75142
117,LE70200472006231ASN00,LE70200472006231ASN00,0,Y,LE70200472006231ASN00,N/A,ASN,DAY, 020, 047,2006/08/19,2006:231:16:12:21.5666249,2006:231:16:12:48.8176249, 9, 9,  29.85,  22.13,  39.11,  25.80,  32.37,62.6703568,98.8594208,18°48'06.12"N,89°58'13.08"W,19°45'07.20"N,90°40'53.04"W,19°29'33.72"N,88°53'02.40"W,18°06'21.96"N,91°02'52.08"W,17°50'57.84"N,89°16'03.72"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-9.207206,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74431   (19°44'39.52"N), -91.02518  (91°01'30.65"W), 19.78092   (19°46'51.31"N), -88.76304  (88°45'46.94"W), 17.80502   (17°48'18.07"N), -90.97932   (90°58'45.55"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"W),14341,15821,7171,7911,7171,7911,,,15,13.272,12.667,3.961,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8017,-89.9703,19.74431,-91.02518,19.78092,-88.76304,17.80502,-90.97932,17.83779,-88.74291
