Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
186,LT50200471993043AAA04,LT50200471993043AAA04,0,Y,LT50200471993043AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/02/12,1993:043:15:44:38.35631,1993:043:15:45:05.24913,N,9,9,9,9,9,9,9,9,60,70,60,90,30,41.12478183,128.70290801, 18.79512   (18°47'42.43"N), -89.88160   (89°52'53.76"W), 19.71395   (19°42'50.22"N), -90.57073  (90°34'14.63"W), 19.46054   (19°27'37.94"N), -88.82787   (88°49'40.33"W), 18.12437   (18°07'27.73"N), -90.92753   (90°55'39.11"W), 17.87326 (17°52'23.74"N), -89.20047   (89°12'01.69"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72550   (19°43'31.80"N), -91.01899   (91°01'08.36"S), 19.76192   (19°45'42.91"N), -88.76570   (88°45'56.52"S), 17.80784   (17°48'28.22"N), -90.97374  (90°58'25.46"W), 17.84047   (17°50'25.69"N), -88.74576   (88°44'44.74"S),,,,,,,,,,,,,,,,,,,,,,18.79512,-89.8816,19.7255,-91.01899,19.76192,-88.7657,17.80784,-90.97374,17.84047,-88.74576
187,LT50200471993027AAA03,LT50200471993027AAA03,0,Y,LT50200471993027AAA03,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/01/27,1993:027:15:44:27.99238,1993:027:15:44:54.88400,N,9,9,9,9,9,9,9,9,20,30,0,40,0,38.12450743,133.58340327, 18.79064   (18°47'26.30"N), -89.87823   (89°52'41.63"W), 19.70947   (19°42'34.09"N), -90.56734  (90°34'02.42"W), 19.45606   (19°27'21.82"N), -88.82453   (88°49'28.31"W), 18.11989   (18°07'11.60"N), -90.92413   (90°55'26.87"W), 17.86878 (17°52'07.61"N), -89.19711   (89°11'49.60"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72016   (19°43'12.58"N), -91.01600   (91°00'57.60"S), 19.75650   (19°45'23.40"N), -88.76564   (88°45'56.30"S), 17.80249   (17°48'08.96"N), -90.97079  (90°58'14.84"W), 17.83505   (17°50'06.18"N), -88.74571   (88°44'44.56"S),7871,7091,7091,7871,66,4.865,3.142,3.714,.368,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79064,-89.87823,19.72016,-91.016,19.7565,-88.76564,17.80249,-90.97079,17.83505,-88.74571
188,LT50200471993011XXX04,LT50200471993011XXX04,0,Y,LT50200471993011XXX04,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1993/01/11,1993:011:15:44:17.81619,1993:011:15:44:44.70638,N,9,9,9,9,9,9,9,9,20,10,30,20,30,36.48167054,137.55573151, 18.79048   (18°47'25.73"N), -89.88009   (89°52'48.32"W), 19.70931   (19°42'33.52"N), -90.56920  (90°34'09.12"W), 19.45590   (19°27'21.24"N), -88.82639   (88°49'35.00"W), 18.11973   (18°07'11.03"N), -90.92599   (90°55'33.56"W), 17.86862 (17°52'07.03"N), -89.19897   (89°11'56.29"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72022   (19°43'12.79"N), -91.01314   (91°00'47.30"S), 19.75647   (19°45'23.29"N), -88.76850   (88°46'06.60"S), 17.80254   (17°48'09.14"N), -90.96797  (90°58'04.69"W), 17.83503   (17°50'06.11"N), -88.74854   (88°44'54.74"S),7851,7091,7091,7851,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79048,-89.88009,19.72022,-91.01314,19.75647,-88.7685,17.80254,-90.96797,17.83503,-88.74854
189,LT50200471992361XXX02,LT50200471992361XXX02,0,Y,LT50200471992361XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1992/12/26,1992:361:15:44:07.21725,1992:361:15:44:34.10619,N,9,9,9,9,9,9,9,9,50,60,40,60,40,36.38844734,140.40009914, 18.78983   (18°47'23.39"N), -89.88496   (89°53'05.86"W), 19.70866   (19°42'31.18"N), -90.57407  (90°34'26.65"W), 19.45526   (19°27'18.94"N), -88.83127   (88°49'52.57"W), 18.11907   (18°07'08.65"N), -90.93085   (90°55'51.06"W), 17.86797 (17°52'04.69"N), -89.20384   (89°12'13.82"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72286   (19°43'22.30"N), -91.01607   (91°00'57.85"S), 19.75910   (19°45'32.76"N), -88.77712   (88°46'37.63"S), 17.80519   (17°48'18.68"N), -90.97085  (90°58'15.06"W), 17.83766   (17°50'15.58"N), -88.75706   (88°45'25.42"S),7831,7091,7091,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78983,-89.88496,19.72286,-91.01607,19.7591,-88.77712,17.80519,-90.97085,17.83766,-88.75706
190,LT50200471992345XXX02,LT50200471992345XXX02,0,Y,LT50200471992345XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1992/12/10,1992:345:15:43:58.47488,1992:345:15:44:25.36288,N,9,9,9,9,9,9,9,9,60,60,10,70,20,37.80753708,141.7827476, 18.79387   (18°47'37.93"N), -89.90137   (89°54'04.93"W), 19.71270   (19°42'45.72"N), -90.59050  (90°35'25.80"W), 19.45929   (19°27'33.44"N), -88.84765   (88°50'51.54"W), 18.12312   (18°07'23.23"N), -90.94729   (90°56'50.24"W), 17.87201 (17°52'19.24"N), -89.22024   (89°13'12.86"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72518   (19°43'30.65"N), -91.03327   (91°01'59.77"S), 19.76164   (19°45'41.90"N), -88.79432   (88°47'39.55"S), 17.80755   (17°48'27.18"N), -90.98786  (90°59'16.30"W), 17.84022   (17°50'24.79"N), -88.77406   (88°46'26.62"S),7831,7091,7091,7831,33,4.328,2.949,3.168,.429,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79387,-89.90137,19.72518,-91.03327,19.76164,-88.79432,17.80755,-90.98786,17.84022,-88.77406
191,LT50200471992329XXX02,LT50200471992329XXX02,0,Y,LT50200471992329XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1992/11/24,1992:329:15:43:43.90988,1992:329:15:44:10.79688,N,9,9,9,9,9,9,9,9,50,0,30,0,40,40.4489566,141.28454494, 18.79711   (18°47'49.60"N), -89.89829   (89°53'53.84"W), 19.71594   (19°42'57.38"N), -90.58743  (90°35'14.75"W), 19.46253   (19°27'45.11"N), -88.84455   (88°50'40.38"W), 18.12636   (18°07'34.90"N), -90.94423   (90°56'39.23"W), 17.87524 (17°52'30.86"N), -89.21715   (89°13'01.74"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72795   (19°43'40.62"N), -91.03048   (91°01'49.73"S), 19.76440   (19°45'51.84"N), -88.78863   (88°47'19.07"S), 17.81031   (17°48'37.12"N), -90.98509  (90°59'06.32"W), 17.84298   (17°50'34.73"N), -88.76843   (88°46'06.35"S),7841,7091,7091,7841,59,8.281,5.786,5.924,12.354,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79711,-89.89829,19.72795,-91.03048,19.7644,-88.78863,17.81031,-90.98509,17.84298,-88.76843
192,LT50200471992297XXX02,LT50200471992297XXX02,0,Y,LT50200471992297XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1992/10/23,1992:297:15:44:08.06363,1992:297:15:44:34.94819,N,7,7,7,7,7,7,7,7,70,80,70,80,60,47.67470006,133.6327938, 18.79364   (18°47'37.10"N), -89.91273   (89°54'45.83"W), 19.71247   (19°42'44.89"N), -90.60185  (90°36'06.66"W), 19.45906   (19°27'32.62"N), -88.85901   (88°51'32.44"W), 18.12289   (18°07'22.40"N), -90.95865   (90°57'31.14"W), 17.87178 (17°52'18.41"N), -89.23160   (89°13'53.76"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72480   (19°43'29.28"N), -91.05040   (91°03'01.44"S), 19.76158   (19°45'41.69"N), -88.80004   (88°48'00.14"S), 17.80720   (17°48'25.92"N), -91.00480  (91°00'17.28"W), 17.84017   (17°50'24.61"N), -88.77972   (88°46'46.99"S),7871,7091,7091,7871,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79364,-89.91273,19.7248,-91.0504,19.76158,-88.80004,17.8072,-91.0048,17.84017,-88.77972
193,LT50200471992281AAA02,LT50200471992281AAA02,0,Y,LT50200471992281AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1992/10/07,1992:281:15:44:15.68194,1992:281:15:44:42.56494,N,9,9,9,9,9,9,9,9,50,30,30,70,40,51.07032793,126.14611705, 18.78600   (18°47'09.60"N), -89.87196   (89°52'19.06"W), 19.70482   (19°42'17.35"N), -90.56106  (90°33'39.82"W), 19.45143   (19°27'05.15"N), -88.81829   (88°49'05.84"W), 18.11524   (18°06'54.86"N), -90.91783   (90°55'04.19"W), 17.86414 (17°51'50.90"N), -89.19086   (89°11'27.10"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.71494   (19°42'53.78"N), -91.00730   (91°00'26.28"S), 19.75114   (19°45'04.10"N), -88.75985   (88°45'35.46"S), 17.79995   (17°47'59.82"N), -90.96226  (90°57'44.14"W), 17.83239   (17°49'56.60"N), -88.74002   (88°44'24.07"S),7861,7081,7081,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.786,-89.87196,19.71494,-91.0073,19.75114,-88.75985,17.79995,-90.96226,17.83239,-88.74002
194,LT50200471992265XXX02,LT50200471992265XXX02,0,Y,LT50200471992265XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1992/09/21,1992:265:15:44:40.62906,1992:265:15:45:07.51013,N,9,9,9,9,9,9,9,9,20,10,20,30,50,53.75930445,116.76718696, 18.79889   (18°47'56.00"N), -89.90529   (89°54'19.04"W), 19.71772   (19°43'03.79"N), -90.59443  (90°35'39.95"W), 19.46431   (19°27'51.52"N), -88.85154   (88°51'05.54"W), 18.12814   (18°07'41.30"N), -90.95124   (90°57'04.46"W), 17.87702 (17°52'37.27"N), -89.22414   (89°13'26.90"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72769   (19°43'39.68"N), -91.04191   (91°02'30.88"S), 19.76435   (19°45'51.66"N), -88.79435   (88°47'39.66"S), 17.81279   (17°48'46.04"N), -90.99645  (90°59'47.22"W), 17.84564   (17°50'44.30"N), -88.77412   (88°46'26.83"S),7861,7081,7081,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79889,-89.90529,19.72769,-91.04191,19.76435,-88.79435,17.81279,-90.99645,17.84564,-88.77412
195,LT50200471992249AAA02,LT50200471992249AAA02,0,Y,LT50200471992249AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1992/09/05,1992:249:15:44:56.86444,1992:249:15:45:23.74419,N,9,9,9,9,9,9,9,9,60,30,40,20,30,55.4675179,106.34910752, 18.79750   (18°47'51.00"N), -89.90948   (89°54'34.13"W), 19.71633   (19°42'58.79"N), -90.59862  (90°35'55.03"W), 19.46292   (19°27'46.51"N), -88.85574   (88°51'20.66"W), 18.12675   (18°07'36.30"N), -90.95542   (90°57'19.51"W), 17.87563 (17°52'32.27"N), -89.22834   (89°13'42.02"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72763   (19°43'39.47"N), -91.04476   (91°02'41.14"S), 19.76426   (19°45'51.34"N), -88.80294   (88°48'10.58"S), 17.81273   (17°48'45.83"N), -90.99927  (90°59'57.37"W), 17.84556   (17°50'44.02"N), -88.78261   (88°46'57.40"S),7841,7081,7081,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7975,-89.90948,19.72763,-91.04476,19.76426,-88.80294,17.81273,-90.99927,17.84556,-88.78261
196,LT50200471992233AAA04,LT50200471992233AAA04,0,Y,LT50200471992233AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1992/08/20,1992:233:15:45:10.27281,1992:233:15:45:37.15069,N,9,9,9,9,9,9,9,9,40,10,30,40,60,56.3376966,96.16663584, 18.79802   (18°47'52.87"N), -89.90652   (89°54'23.47"W), 19.71685   (19°43'00.66"N), -90.59566  (90°35'44.38"W), 19.46344   (19°27'48.38"N), -88.85277   (88°51'09.97"W), 18.12727   (18°07'38.17"N), -90.95247   (90°57'08.89"W), 17.87615 (17°52'34.14"N), -89.22538   (89°13'31.37"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72228   (19°43'20.21"N), -91.04177   (91°02'30.37"S), 19.75887   (19°45'31.93"N), -88.80001   (88°48'00.04"S), 17.80738   (17°48'26.57"N), -90.99633  (90°59'46.79"W), 17.84017   (17°50'24.61"N), -88.77972   (88°46'46.99"S),7841,7081,7081,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79802,-89.90652,19.72228,-91.04177,19.75887,-88.80001,17.80738,-90.99633,17.84017,-88.77972
197,LT50200471992201AAA02,LT50200471992201AAA02,0,Y,LT50200471992201AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1992/07/19,1992:201:15:45:39.17469,1992:201:15:46:06.04806,N,9,9,9,9,9,9,9,9,50,20,30,20,30,57.09832229,80.66327951, 18.80248   (18°48'08.93"N), -89.92240   (89°55'20.64"W), 19.72131   (19°43'16.72"N), -90.61156  (90°36'41.62"W), 19.46789   (19°28'04.40"N), -88.86862   (88°52'07.03"W), 18.13173   (18°07'54.23"N), -90.96837   (90°58'06.13"W), 17.88061 (17°52'50.20"N), -89.24124   (89°14'28.46"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73271   (19°43'57.76"N), -91.05918   (91°03'33.05"S), 19.76956   (19°46'10.42"N), -88.81445   (88°48'52.02"S), 17.81515   (17°48'54.54"N), -91.01345  (91°00'48.42"W), 17.84817   (17°50'53.41"N), -88.79395   (88°47'38.22"S),7851,7091,7091,7851,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.80248,-89.9224,19.73271,-91.05918,19.76956,-88.81445,17.81515,-91.01345,17.84817,-88.79395
198,LT50200471991262XXX01,LT50200471991262XXX01,0,Y,LT50200471991262XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1991/09/19,1991:262:15:46:39.73688,1991:262:15:47:06.58606,N,9,9,9,9,9,9,9,9,60,50,60,30,40,54.53711942,115.43879932, 18.79375   (18°47'37.50"N), -89.91364   (89°54'49.10"W), 19.71258   (19°42'45.29"N), -90.60277  (90°36'09.97"W), 19.45917   (19°27'33.01"N), -88.85992   (88°51'35.71"W), 18.12300   (18°07'22.80"N), -90.95956   (90°57'34.42"W), 17.87189 (17°52'18.80"N), -89.23251   (89°13'57.04"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71127   (19°42'40.57"N), -91.05006   (91°03'00.22"S), 19.74797   (19°44'52.69"N), -88.80562   (88°48'20.23"S), 17.79638   (17°47'46.97"N), -91.00456  (91°00'16.42"W), 17.82927   (17°49'45.37"N), -88.78528   (88°47'07.01"S),7851,7081,7081,7851,31,7.860,6.934,3.701,12.657,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79375,-89.91364,19.71127,-91.05006,19.74797,-88.80562,17.79638,-91.00456,17.82927,-88.78528
199,LT50200471991246XXX01,LT50200471991246XXX01,0,Y,LT50200471991246XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1991/09/03,1991:246:15:46:28.90050,1991:246:15:46:55.74819,N,9,9,9,9,9,9,9,9,60,50,60,30,40,56.01092837,104.79445165, 18.79788   (18°47'52.37"N), -89.89991   (89°53'59.68"W), 19.71671   (19°43'00.16"N), -90.58905  (90°35'20.58"W), 19.46330   (19°27'47.88"N), -88.84616   (88°50'46.18"W), 18.12713   (18°07'37.67"N), -90.94585   (90°56'45.06"W), 17.87601 (17°52'33.64"N), -89.21877   (89°13'07.57"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72518   (19°43'30.65"N), -91.03327   (91°01'59.77"S), 19.76167   (19°45'42.01"N), -88.79146   (88°47'29.26"S), 17.81026   (17°48'36.94"N), -90.98792  (90°59'16.51"W), 17.84295   (17°50'34.62"N), -88.77126   (88°46'16.54"S),7841,7081,7081,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79788,-89.89991,19.72518,-91.03327,19.76167,-88.79146,17.81026,-90.98792,17.84295,-88.77126
200,LT50200471991214CPE02,LT50200471991214CPE02,0,Y,LT50200471991214CPE02,LANDSAT_5,SAM,CPE,DAY, 020, 047,2,1991/08/02,1991:214:15:46:11.13413,1991:214:15:46:37.97894,N,9,9,9,9,9,9,9,9,52.82,29.91,64.87,55.59,60.9,56.97455946,86.06713108, 18.79179   (18°47'30.44"N), -89.90641   (89°54'23.08"W), 19.71062   (19°42'38.23"N), -90.59553  (90°35'43.91"W), 19.45721   (19°27'25.96"N), -88.85270   (88°51'09.72"W), 18.12104   (18°07'15.74"N), -90.95232   (90°57'08.35"W), 17.86993 (17°52'11.75"N), -89.22529   (89°13'31.04"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.71952   (19°43'10.27"N), -91.04456   (91°02'40.42"S), 19.75619   (19°45'22.28"N), -88.79712   (88°47'49.63"S), 17.80462   (17°48'16.63"N), -90.99909  (90°59'56.72"W), 17.83748   (17°50'14.93"N), -88.77687   (88°46'36.73"S),7861,7081,7081,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79179,-89.90641,19.71952,-91.04456,19.75619,-88.79712,17.80462,-90.99909,17.83748,-88.77687
201,LT50200471991102XXX01,LT50200471991102XXX01,0,Y,LT50200471991102XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1991/04/12,1991:102:15:44:34.92369,1991:102:15:45:01.76013,N,9,9,9,9,9,9,9,9,50,20,30,10,40,55.64273397,102.46341325, 18.79286   (18°47'34.30"N), -89.87819   (89°52'41.48"W), 19.71169   (19°42'42.08"N), -90.56731  (90°34'02.32"W), 19.45828   (19°27'29.81"N), -88.82448   (88°49'28.13"W), 18.12211   (18°07'19.60"N), -90.92410   (90°55'26.76"W), 17.87100 (17°52'15.60"N), -89.19706   (89°11'49.42"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72286   (19°43'22.30"N), -91.01607   (91°00'57.85"S), 19.75916   (19°45'32.98"N), -88.77139   (88°46'17.00"S), 17.81060   (17°48'38.16"N), -90.97097  (90°58'15.49"W), 17.84313   (17°50'35.27"N), -88.75145   (88°45'05.22"S),7851,7071,7071,7851,58,6.723,4.412,5.073,9.851,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79286,-89.87819,19.72286,-91.01607,19.75916,-88.77139,17.8106,-90.97097,17.84313,-88.75145
202,LT40200471990091XXX02,LT40200471990091XXX02,0,Y,LT40200471990091XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1990/04/01,1990:091:15:54:10.67500,1990:091:15:54:37.28544,N,9,9,9,9,9,9,9,9,50,0,30,20,30,55.49702617,110.17756149, 18.79598   (18°47'45.53"N), -89.89131   (89°53'28.72"W), 19.71481   (19°42'53.32"N), -90.58044  (90°34'49.58"W), 19.46140   (19°27'41.04"N), -88.83758   (88°50'15.29"W), 18.12523   (18°07'30.83"N), -90.93724   (90°56'14.06"W), 17.87411 (17°52'26.80"N), -89.21017   (89°12'36.61"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72531   (19°43'31.12"N), -91.02756   (91°01'39.22"S), 19.76175   (19°45'42.30"N), -88.78287   (88°46'58.33"S), 17.82660   (17°49'35.76"N), -90.98263  (90°58'57.47"W), 17.85929   (17°51'33.44"N), -88.76293   (88°45'46.55"S),7851,7021,7021,7851,49,8.361,4.099,7.287,10.764,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79598,-89.89131,19.72531,-91.02756,19.76175,-88.78287,17.8266,-90.98263,17.85929,-88.76293
203,LT50200471990083XXX02,LT50200471990083XXX02,0,Y,LT50200471990083XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1990/03/24,1990:083:15:42:56.75781,1990:083:15:43:23.56181,N,7,7,7,7,7,7,7,7,50,30,70,30,60,51.02517742,112.13799899, 18.79867   (18°47'55.21"N), -89.90099   (89°54'03.56"W), 19.71750   (19°43'03.00"N), -90.59013  (90°35'24.47"W), 19.46409   (19°27'50.72"N), -88.84724   (88°50'50.06"W), 18.12792   (18°07'40.51"N), -90.94694   (90°56'48.98"W), 17.87680 (17°52'36.48"N), -89.21984   (89°13'11.42"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72512   (19°43'30.43"N), -91.03613   (91°02'10.07"S), 19.76164   (19°45'41.90"N), -88.79432   (88°47'39.55"S), 17.81290   (17°48'46.44"N), -90.99080  (90°59'26.88"W), 17.84564   (17°50'44.30"N), -88.77412   (88°46'26.83"S),7841,7071,7071,7841,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79867,-89.90099,19.72512,-91.03613,19.76164,-88.79432,17.8129,-90.9908,17.84564,-88.77412
204,LT40200471990059XXX02,LT40200471990059XXX02,0,Y,LT40200471990059XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1990/02/28,1990:059:15:54:42.35650,1990:059:15:55:08.96675,N,7,7,7,7,7,7,7,7,70,50,50,70,60,46.94679131,125.21136395, 18.79509   (18°47'42.32"N), -89.89084   (89°53'27.02"W), 19.71392   (19°42'50.11"N), -90.57997  (90°34'47.89"W), 19.46051   (19°27'37.84"N), -88.83711   (88°50'13.60"W), 18.12434   (18°07'27.62"N), -90.93677   (90°56'12.37"W), 17.87323 (17°52'23.63"N), -89.20971   (89°12'34.96"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.71726   (19°43'02.14"N), -91.02450   (91°01'28.20"S), 19.75357   (19°45'12.85"N), -88.78850   (88°47'18.60"S), 17.81854   (17°49'06.74"N), -90.97962  (90°58'46.63"W), 17.85111   (17°51'04.00"N), -88.76851   (88°46'06.64"S),7821,7021,7021,7821,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79509,-89.89084,19.71726,-91.0245,19.75357,-88.7885,17.81854,-90.97962,17.85111,-88.76851
205,LT40200471990043XXX02,LT40200471990043XXX02,0,Y,LT40200471990043XXX02,LANDSAT_4,N/A,XXX,DAY, 020, 047,2,1990/02/12,1990:043:15:54:56.60431,1990:043:15:55:23.21450,N,9,9,9,9,9,9,9,9,40,10,0,10,20,42.93509961,131.02735718, 18.79264   (18°47'33.50"N), -89.89268   (89°53'33.65"W), 19.71147   (19°42'41.29"N), -90.58180  (90°34'54.48"W), 19.45806   (19°27'29.02"N), -88.83897   (88°50'20.29"W), 18.12189   (18°07'18.80"N), -90.93859   (90°56'18.92"W), 17.87078 (17°52'14.81"N), -89.21155   (89°12'41.58"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70902   (19°42'32.47"N), -91.03001   (91°01'48.04"S), 19.74538   (19°44'43.37"N), -88.79414   (88°47'38.90"S), 17.81031   (17°48'37.12"N), -90.98509  (90°59'06.32"W), 17.84293   (17°50'34.55"N), -88.77409   (88°46'26.72"S),7821,7021,7021,7821,87,6.354,3.303,5.428,1.84,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79264,-89.89268,19.70902,-91.03001,19.74538,-88.79414,17.81031,-90.98509,17.84293,-88.77409
